LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,PoolArea,OverallQual,OverallCond,MSZoning,Street,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,GarageType,SaleCondition,SalePrice
37243,1987,2013,304.0,3688,1,1,6,9,1415.0,0,8,8,RL,Pave,Somerst,1Fam,2Story,Gd,Gd,Attchd,Normal,504080
7602,2008,1981,1030.0,770,3,2,6,5,1435.0,0,4,2,RL,Pave,Gilbert,Twnhs,2Story,Fa,TA,Detchd,Normal,234942
21278,1934,1956,1337.0,4456,0,2,6,5,172.0,0,7,2,RL,Pave,Edwards,1Fam,1Story,TA,Fa,Detchd,Normal,495658
28141,2011,1970,816.0,671,3,2,2,3,874.0,0,8,2,RL,Pave,NridgHt,1Fam,1Story,TA,Gd,BuiltIn,Normal,267534
36084,1969,1969,1126.0,773,2,2,6,9,200.0,0,9,3,RM,Pave,OldTown,1Fam,2Story,Fa,Fa,Detchd,Abnorml,245679
34245,1982,1975,820.0,2806,2,0,3,12,216.0,0,5,6,RL,Pave,NridgHt,TwnhsE,1.5Fin,Fa,Fa,Attchd,Normal,392481
24593,1929,2017,192.0,1658,0,1,1,3,375.0,0,3,1,RL,Pave,NAmes,1Fam,1Story,TA,Gd,Attchd,Normal,225159
2069,1970,1964,1776.0,2206,0,1,6,10,10.0,0,4,2,RL,Pave,NridgHt,1Fam,1Story,Gd,Gd,Attchd,Normal,315486
39710,1973,1963,528.0,2271,2,1,7,5,1035.0,0,10,2,RL,Pave,NAmes,1Fam,1Story,Fa,TA,Detchd,Normal,413936
36163,2004,1976,2218.0,921,1,0,1,2,891.0,0,6,1,RL,Pave,NAmes,1Fam,1Story,TA,TA,BuiltIn,Partial,284699
38131,1995,1989,250.0,1709,0,2,0,5,434.0,0,10,3,FV,Pave,CollgCr,1Fam,2Story,TA,Ex,None,Normal,347776
47181,1997,2007,,1390,2,1,6,4,817.0,0,5,7,FV,Pave,CollgCr,1Fam,2Story,Ex,Fa,Detchd,Normal,298885
8955,1962,1977,2588.0,3767,2,2,7,13,1396.0,0,9,1,RL,Pave,Edwards,Duplx,1Story,Fa,TA,Attchd,Normal,541949
5514,1927,1975,2026.0,1973,1,2,4,7,1296.0,0,3,7,RL,Pave,NAmes,1Fam,1Story,TA,Gd,Attchd,Normal,293204
12593,1959,2012,,3743,1,0,7,8,930.0,679,2,5,RL,Grvl,Edwards,1Fam,SFoyer,TA,TA,Attchd,Abnorml,452754
19570,1978,2015,2841.0,4978,1,0,5,9,690.0,291,6,9,RL,Pave,CollgCr,1Fam,1.5Fin,Ex,Ex,Attchd,Normal,591718
37277,1993,1974,1403.0,2681,1,2,5,3,1155.0,0,7,2,RM,Pave,Edwards,TwnhsE,1.5Fin,Gd,Gd,Attchd,Normal,420412
18038,1936,1952,1167.0,1949,3,1,0,7,854.0,0,5,1,RM,Pave,Edwards,Twnhs,1Story,Fa,Fa,Attchd,Normal,290506
12229,1992,2021,2072.0,3596,1,1,3,7,783.0,0,1,9,FV,Pave,NWAmes,1Fam,2Story,TA,TA,Attchd,Normal,423900
35677,1921,1993,,3756,3,0,2,11,318.0,0,3,8,RL,Pave,NWAmes,TwnhsE,1Story,Gd,Gd,Detchd,Normal,439276
46517,1967,1991,1096.0,3656,0,0,2,13,843.0,0,3,6,RL,Pave,NAmes,1Fam,1Story,TA,TA,Attchd,Normal,410546
2284,1919,1955,,2090,2,0,4,6,620.0,0,4,5,C,Pave,Somerst,1Fam,1Story,Ex,TA,Attchd,Normal,341874
29251,1995,1988,1847.0,4739,3,0,0,11,784.0,0,10,8,RM,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Normal,653645
42364,1999,2001,504.0,4481,0,0,0,11,1191.0,0,6,8,FV,Pave,Edwards,1Fam,1Story,Gd,Ex,,Normal,535306
41828,2013,1972,1621.0,1935,0,0,3,8,396.0,0,5,5,RL,Pave,Somerst,1Fam,1.5Fin,Gd,TA,None,Normal,326153
14033,1967,1999,2383.0,723,3,0,6,4,1203.0,0,1,7,RL,Pave,CollgCr,1Fam,1Story,Gd,TA,Attchd,Normal,208657
41611,1990,1992,2472.0,719,0,1,2,5,1081.0,0,6,1,RL,Pave,OldTown,Duplx,1Story,Gd,Ex,BuiltIn,Normal,259961
41474,1963,1968,2546.0,4774,0,0,6,11,459.0,0,9,4,RL,Pave,NridgHt,1Fam,1Story,Gd,Ex,Attchd,Partial,601543
7301,1916,2018,1387.0,2154,3,0,0,10,60.0,0,1,2,RL,Pave,SawyerW,1Fam,1Story,TA,Gd,Attchd,Partial,230540
20690,1911,2000,2994.0,764,0,1,6,5,368.0,0,8,3,RM,Pave,NridgHt,1Fam,1Story,Fa,Gd,Attchd,Normal,260441
40254,1921,1960,2677.0,1453,1,1,5,4,1144.0,0,8,1,RL,Pave,Edwards,1Fam,1Story,TA,TA,Attchd,Normal,348644
31092,1916,1961,1222.0,4233,1,2,4,3,718.0,0,3,2,RL,Pave,NAmes,Twnhs,1Story,Gd,Gd,Attchd,Normal,441074
12147,1909,1957,717.0,3274,2,0,2,6,545.0,0,9,1,RM,Pave,NAmes,1Fam,1Story,Gd,Gd,Detchd,Normal,452498
10216,2017,1973,338.0,3624,0,0,3,5,1040.0,0,8,8,RL,Pave,Edwards,TwnhsE,2Story,TA,TA,Attchd,Normal,474881
24855,1964,1990,658.0,979,2,0,4,9,495.0,0,3,4,FV,Pave,Edwards,1Fam,1Story,Fa,Gd,Attchd,Normal,203625
23509,1921,1985,961.0,4014,1,0,1,8,496.0,0,10,3,RL,Pave,Gilbert,1Fam,2Story,Gd,Gd,Attchd,Normal,498769
25876,1989,2021,428.0,1853,1,2,5,7,504.0,0,5,1,RL,Pave,NridgHt,1Fam,2Story,Gd,Fa,Attchd,Partial,281678
46591,2019,2004,898.0,3822,1,1,3,12,968.0,0,3,2,RH,Pave,NWAmes,1Fam,1Story,TA,TA,BuiltIn,Partial,469656
6280,2022,1958,138.0,4378,0,1,7,13,1338.0,0,5,3,FV,Pave,NWAmes,1Fam,1.5Fin,TA,TA,BuiltIn,Normal,495861
3868,1981,1996,2989.0,1389,0,0,4,3,1092.0,415,9,3,RL,Pave,SawyerW,1Fam,2Story,TA,Gd,Attchd,Normal,376867
13539,1949,1964,541.0,4354,1,0,0,4,160.0,0,4,6,RM,Pave,Somerst,1Fam,1Story,TA,Ex,Attchd,Normal,441057
8155,1913,1997,2104.0,1424,2,0,1,11,717.0,682,6,8,RL,Pave,SawyerW,1Fam,SLvl,TA,TA,Attchd,Normal,276439
42441,1963,1991,1255.0,2670,2,2,3,10,1168.0,0,3,6,RL,Pave,OldTown,1Fam,1.5Fin,Fa,TA,None,Normal,381649
5995,1946,2009,2705.0,2402,3,2,0,10,992.0,0,3,2,RL,Pave,OldTown,1Fam,SFoyer,Gd,Gd,Attchd,Normal,347372
12393,1928,2019,2482.0,2895,1,1,5,6,1408.0,0,5,2,RL,Pave,Gilbert,1Fam,2Story,Fa,Gd,BuiltIn,Normal,432350
27047,1975,1961,383.0,528,2,0,7,4,268.0,0,8,7,C,Pave,NAmes,1Fam,1Story,Gd,Fa,Attchd,Normal,188367
23886,1935,1951,2607.0,534,1,0,1,3,1477.0,0,8,1,RM,Pave,NridgHt,1Fam,1Story,TA,Gd,None,Normal,288226
14903,2022,1956,193.0,4089,2,0,2,9,698.0,0,3,1,RH,Pave,OldTown,1Fam,2Story,TA,Gd,Attchd,Partial,439212
33597,1998,1952,2581.0,3170,3,0,7,7,864.0,0,8,7,RM,Pave,Somerst,TwnhsE,SFoyer,TA,Gd,Attchd,Normal,517392
14621,1951,1952,2565.0,3865,3,2,0,11,349.0,0,8,9,RL,Pave,NridgHt,TwnhsE,2Story,TA,TA,Detchd,Normal,540015
12466,1975,1976,2763.0,1088,1,1,4,12,109.0,0,3,5,RM,Pave,NridgHt,1Fam,1.5Fin,Gd,TA,None,Normal,234419
35121,1906,1989,2798.0,3718,2,1,6,13,406.0,0,10,1,RH,Pave,NWAmes,1Fam,1Story,Gd,TA,None,Normal,516936
29812,1928,1982,2232.0,3638,0,2,3,8,649.0,0,10,5,RM,Pave,NAmes,1Fam,1Story,TA,Gd,Detchd,Partial,496164
24177,1910,1950,1895.0,1403,3,0,1,2,50.0,0,2,1,RM,Grvl,OldTown,1Fam,SLvl,TA,Ex,Detchd,Normal,213273
32789,1932,1957,2339.0,4586,1,1,0,2,1426.0,0,10,9,FV,Pave,NWAmes,Twnhs,2Story,Gd,Gd,Attchd,Normal,593704
32524,1905,1981,731.0,2669,1,1,2,11,1499.0,0,2,4,RL,Pave,Sawyer,Twnhs,SFoyer,Fa,TA,Detchd,Normal,343439
44175,2010,1997,2163.0,839,2,2,6,3,1110.0,0,9,9,RM,Pave,CollgCr,2FmCon,2Story,Gd,TA,BuiltIn,Partial,335234
6277,1978,1953,2872.0,4770,1,0,3,11,1091.0,0,7,2,FV,Pave,Sawyer,1Fam,1Story,TA,Fa,Attchd,Normal,587635
31249,1931,2019,684.0,2214,3,1,3,4,595.0,0,6,7,RH,Pave,Sawyer,TwnhsE,2Story,Gd,Gd,Detchd,Abnorml,354829
16838,1950,1968,81.0,1056,1,0,0,13,978.0,0,7,2,RL,Pave,CollgCr,1Fam,SLvl,TA,TA,Attchd,Normal,220744
3991,1974,1981,2881.0,3587,1,1,2,2,1065.0,0,8,4,RL,Pave,Sawyer,1Fam,2Story,Gd,TA,Attchd,Normal,522889
28736,1957,1958,2380.0,3766,0,2,5,6,730.0,0,1,6,RM,Pave,OldTown,1Fam,1Story,TA,Gd,BuiltIn,Normal,413768
49596,1986,1961,2604.0,4067,0,0,6,4,56.0,0,8,2,RL,Pave,NridgHt,1Fam,1Story,Gd,Gd,Attchd,Normal,508464
16099,1925,1960,2382.0,2556,3,2,5,2,737.0,0,3,2,RM,Pave,NWAmes,1Fam,2Story,Ex,TA,Attchd,Normal,341222
21008,1997,1995,531.0,4399,2,1,1,9,195.0,0,3,2,RL,Pave,Edwards,1Fam,1Story,TA,Fa,Attchd,Normal,455921
4551,1945,1965,1983.0,1516,0,2,0,13,1085.0,0,6,3,RL,Pave,Gilbert,1Fam,2Story,TA,Gd,Attchd,Normal,304654
23106,1997,1950,220.0,2562,2,2,6,12,1286.0,0,4,5,RL,Pave,NWAmes,2FmCon,1Story,Gd,Fa,Attchd,Abnorml,358890
23199,1928,2012,634.0,1338,3,2,1,7,111.0,0,4,9,RL,Pave,Somerst,1Fam,1Story,Ex,TA,BuiltIn,Normal,220322
2376,1903,1970,1769.0,2137,0,1,7,10,764.0,0,4,6,RL,Pave,NAmes,1Fam,1.5Fin,TA,Gd,Detchd,Normal,258042
33593,1980,1979,2370.0,4821,2,0,5,4,710.0,0,10,9,RL,Pave,OldTown,1Fam,1Story,Gd,Gd,BuiltIn,Normal,662077
5642,1998,1962,1874.0,3996,0,2,7,10,1201.0,0,9,5,RL,Pave,NWAmes,1Fam,1.5Fin,Fa,Gd,Attchd,Normal,546136
16702,1912,1983,2.0,2313,3,0,7,10,947.0,0,8,6,RL,Pave,OldTown,Twnhs,1Story,TA,Gd,BuiltIn,Normal,343659
41234,2004,1953,1717.0,3979,3,1,6,13,25.0,0,3,8,RL,Pave,SawyerW,1Fam,SFoyer,Gd,Ex,Detchd,Normal,490798
8579,1938,1977,205.0,1951,0,0,3,13,409.0,0,1,3,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Abnorml,219876
9487,1914,2008,1855.0,2813,2,2,1,2,757.0,0,1,2,RL,Pave,Edwards,TwnhsE,1Story,TA,Fa,Detchd,Normal,348387
41067,2018,1976,39.0,2014,1,2,7,4,530.0,0,1,3,RM,Pave,Somerst,Duplx,1.5Fin,Gd,TA,None,Normal,250222
30440,1928,2018,2106.0,1731,1,2,2,7,,0,4,9,RL,Pave,NridgHt,1Fam,2Story,TA,TA,Attchd,Normal,295897
38733,1928,1974,2998.0,2145,0,2,4,9,1129.0,0,6,6,RL,Pave,NridgHt,1Fam,1Story,TA,Gd,Attchd,Normal,395020
18519,1974,1952,2621.0,3499,2,2,5,5,748.0,0,4,4,RM,Pave,NWAmes,1Fam,SFoyer,Fa,Gd,BuiltIn,Normal,442868
47685,2015,2017,643.0,3940,1,2,5,6,1487.0,0,3,3,RL,Pave,Sawyer,1Fam,2Story,TA,Gd,Attchd,Normal,507436
19577,1931,1974,1530.0,4556,3,1,2,10,245.0,0,8,2,RH,Pave,CollgCr,1Fam,SFoyer,Gd,TA,Detchd,Normal,549588
27758,1901,1969,1907.0,805,2,1,6,7,1104.0,0,8,4,RM,Pave,Sawyer,Twnhs,2Story,Gd,Gd,Attchd,Partial,255460
22636,1946,1983,2890.0,4036,1,1,6,13,661.0,0,6,9,RL,Pave,Sawyer,1Fam,1Story,Gd,Gd,Attchd,Normal,501599
9811,1977,1975,2666.0,2223,2,0,6,8,908.0,0,9,4,RL,Pave,Somerst,1Fam,1Story,Gd,TA,Detchd,Normal,404571
18714,1983,1954,2143.0,2189,0,0,1,8,395.0,0,10,5,RL,Pave,OldTown,1Fam,1Story,Gd,TA,Attchd,AdjLand,396907
15598,1921,2010,897.0,2017,2,1,0,5,521.0,0,1,8,RL,Pave,NWAmes,1Fam,2Story,TA,TA,Detchd,Normal,241418
29751,1974,1958,1085.0,4417,1,0,7,5,925.0,0,8,2,RL,Pave,NridgHt,TwnhsE,1Story,Gd,Gd,Attchd,Partial,530771
39445,1926,1999,1279.0,919,0,0,3,5,263.0,0,6,3,RL,Pave,NAmes,1Fam,1Story,Gd,Gd,Attchd,Normal,207560
48530,1966,1955,2608.0,3436,2,2,4,12,789.0,0,1,6,RM,Pave,Sawyer,1Fam,1Story,TA,TA,Attchd,Normal,415295
27445,1980,2009,2952.0,4362,3,2,0,6,1297.0,0,4,7,RL,Pave,SawyerW,1Fam,1Story,Gd,TA,Attchd,Normal,580232
26816,2007,1993,,4729,1,0,0,6,171.0,0,5,4,RL,Pave,Somerst,1Fam,1.5Fin,Ex,Gd,Attchd,Normal,556014
33717,1955,1960,670.0,1950,0,0,2,9,264.0,0,7,1,RM,Pave,Gilbert,TwnhsE,2Story,Ex,Ex,BuiltIn,Normal,292352
9808,1991,2015,1505.0,3596,2,1,1,10,1049.0,0,8,7,RL,Pave,NWAmes,1Fam,2Story,Gd,TA,BuiltIn,Normal,481657
7449,1992,1996,2364.0,3761,3,0,5,3,1492.0,0,9,9,RL,Pave,SawyerW,1Fam,SFoyer,TA,Fa,BuiltIn,Normal,563562
2650,1920,2022,718.0,1664,1,2,5,12,475.0,0,6,1,RL,Pave,Sawyer,1Fam,2Story,TA,TA,Attchd,Abnorml,246424
25444,1946,1952,1071.0,2369,3,0,2,8,355.0,0,10,1,RL,Pave,OldTown,1Fam,SFoyer,Ex,TA,BuiltIn,Normal,402232
36199,1979,1979,1955.0,2319,2,1,1,2,1049.0,0,9,1,RH,Pave,Somerst,1Fam,1Story,Gd,TA,BuiltIn,Normal,434169
10704,2000,1970,1159.0,3205,2,2,2,2,33.0,0,4,7,RL,Pave,Edwards,1Fam,1Story,Gd,Gd,Attchd,Abnorml,397597
2581,1958,1977,249.0,4015,0,2,5,5,263.0,0,8,9,RL,Pave,NAmes,Duplx,1Story,TA,Ex,Attchd,Partial,442736
30805,1983,2011,2361.0,1842,3,2,0,11,1161.0,0,3,3,RL,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,313611
18396,1905,1982,1892.0,2726,0,2,3,8,815.0,0,4,8,RL,Pave,SawyerW,1Fam,1.5Fin,TA,Gd,Attchd,Partial,363394
47675,1918,1984,1853.0,1579,1,0,7,3,874.0,0,10,9,RL,Pave,NridgHt,Twnhs,2Story,Gd,TA,BuiltIn,Normal,342062
9305,1956,2001,2854.0,4706,0,1,6,12,753.0,0,4,3,C,Pave,NAmes,1Fam,1Story,Gd,TA,Attchd,Normal,523268
6737,1968,1983,1503.0,3279,1,0,1,3,565.0,0,6,3,FV,Pave,Edwards,1Fam,2Story,TA,Fa,Detchd,Normal,419966
21556,1902,1990,2532.0,3028,2,0,7,2,461.0,0,9,1,RL,Pave,Gilbert,TwnhsE,2Story,TA,TA,Attchd,Normal,459282
47043,2022,2000,1234.0,1313,2,2,4,11,1191.0,0,6,2,RL,Pave,NWAmes,1Fam,1Story,Fa,Gd,Attchd,Normal,311778
47452,1900,1996,43.0,2531,3,1,4,3,654.0,0,1,7,RM,Pave,Sawyer,1Fam,2Story,Ex,Gd,Attchd,Normal,274820
4843,1957,2007,2618.0,822,1,2,0,8,80.0,0,5,3,RL,Pave,CollgCr,1Fam,SLvl,TA,Gd,None,Normal,215266
15000,1937,2006,582.0,3469,2,0,2,10,756.0,0,9,7,RL,Pave,OldTown,1Fam,1.5Fin,TA,TA,Attchd,Partial,478598
30875,1914,1972,1288.0,1403,3,0,2,7,869.0,0,5,5,RL,Pave,SawyerW,2FmCon,2Story,Fa,Ex,BuiltIn,Normal,274107
11162,1933,1997,2942.0,2041,3,2,5,11,1430.0,0,6,8,RL,Pave,Somerst,1Fam,1Story,Gd,Fa,Attchd,Partial,376691
18464,1960,1971,219.0,4003,0,0,0,3,1069.0,0,3,5,RL,Pave,NridgHt,1Fam,1Story,TA,Fa,Detchd,Normal,406650
49393,1934,1966,1925.0,3153,3,0,5,13,598.0,0,8,3,RM,Pave,OldTown,Twnhs,1Story,Ex,TA,Detchd,Partial,469438
9630,1963,2018,2972.0,2976,2,2,5,11,806.0,0,10,9,RM,Pave,NridgHt,1Fam,2Story,TA,Gd,BuiltIn,Normal,499842
21031,2012,1960,2448.0,3840,0,0,4,11,1076.0,0,4,7,RL,Pave,Somerst,1Fam,1Story,Gd,Gd,Attchd,Abnorml,500055
3179,1924,1964,2774.0,4743,1,1,5,10,983.0,0,4,5,RL,Pave,SawyerW,1Fam,1Story,TA,Gd,Attchd,Normal,544931
5006,1923,1984,990.0,1641,1,2,7,8,703.0,0,5,7,FV,Pave,Gilbert,1Fam,SLvl,TA,Ex,Attchd,Normal,241894
14784,1911,1982,2946.0,1349,2,1,6,12,475.0,783,10,9,RL,Pave,Gilbert,1Fam,1.5Fin,Gd,Gd,BuiltIn,Normal,336152
8753,1917,1965,,866,2,0,5,2,591.0,0,9,5,FV,Grvl,Edwards,Duplx,2Story,TA,Ex,Attchd,Normal,276795
20628,1914,1983,857.0,3397,0,0,4,13,15.0,0,8,7,RL,Pave,Sawyer,1Fam,1Story,Gd,TA,Attchd,Normal,386957
29432,2007,2015,803.0,1589,0,2,6,10,1383.0,0,7,9,RL,Pave,NWAmes,1Fam,1Story,TA,Gd,Attchd,Normal,312514
10935,1979,1989,489.0,4541,2,0,2,3,486.0,0,5,1,RL,Pave,CollgCr,1Fam,1Story,Gd,Gd,Attchd,Normal,504214
45578,1926,1977,1780.0,2538,2,2,1,5,705.0,0,9,4,FV,Pave,NWAmes,1Fam,2Story,Gd,TA,BuiltIn,Normal,436408
14796,1971,1996,1493.0,3360,1,2,3,10,1164.0,0,9,1,RL,Pave,Edwards,1Fam,1Story,TA,Fa,,Normal,482849
31945,1959,1988,2985.0,4770,1,2,5,5,619.0,0,10,8,RL,Pave,Gilbert,1Fam,1.5Fin,Gd,TA,Attchd,Normal,630299
14745,1945,2019,2891.0,2354,1,2,7,4,1018.0,522,10,3,RL,Pave,NridgHt,TwnhsE,SFoyer,TA,Gd,BuiltIn,Normal,420175
30624,1988,2022,1705.0,994,2,2,6,2,776.0,0,2,2,FV,Pave,Edwards,1Fam,1Story,TA,TA,Detchd,Normal,235021
31399,1916,1969,2314.0,3682,3,1,1,8,446.0,0,4,4,FV,Pave,Sawyer,Twnhs,1Story,Fa,TA,Attchd,Normal,478071
45419,1992,1950,53.0,2284,2,2,4,7,289.0,0,8,3,RH,Pave,SawyerW,Twnhs,2Story,TA,TA,BuiltIn,Normal,393501
44725,1952,2021,2575.0,4010,2,1,1,11,208.0,0,1,5,RH,Pave,Sawyer,Twnhs,SLvl,Gd,Gd,Detchd,Normal,463174
36747,1907,2012,,4286,1,0,3,5,1498.0,0,5,8,RL,Pave,NAmes,1Fam,1.5Fin,TA,TA,Attchd,Abnorml,490905
30722,1978,2016,1082.0,4630,2,2,7,7,,0,8,8,RL,Pave,Sawyer,TwnhsE,1Story,Gd,Gd,Detchd,Normal,546773
27711,1926,1953,1848.0,1498,0,0,1,7,676.0,0,2,7,RL,Pave,SawyerW,1Fam,1Story,Fa,Fa,Attchd,Abnorml,203792
38720,1945,2007,954.0,4969,2,2,7,5,1450.0,0,2,8,RL,Pave,OldTown,1Fam,2Story,TA,Gd,Attchd,Normal,540384
28146,1949,1974,2433.0,1951,2,1,6,7,1394.0,0,8,5,C,Pave,Somerst,1Fam,2Story,TA,Fa,Detchd,Normal,434753
40149,2015,1996,1629.0,2251,2,1,1,11,663.0,111,10,6,FV,Pave,SawyerW,TwnhsE,1Story,Ex,Fa,BuiltIn,Normal,450331
24549,1970,1987,2781.0,2780,2,1,7,12,289.0,0,9,8,RL,Pave,Sawyer,1Fam,2Story,TA,Gd,Detchd,Abnorml,474617
15569,1902,1964,2763.0,3434,3,0,1,9,1455.0,0,7,1,RM,Pave,Gilbert,1Fam,2Story,TA,Fa,Attchd,Normal,507513
34080,1992,2012,649.0,4234,2,2,1,4,1291.0,0,8,6,FV,Pave,Edwards,1Fam,1Story,TA,Ex,None,Normal,555707
33343,1963,1970,2347.0,3846,0,0,0,5,150.0,0,5,6,RL,Pave,Edwards,1Fam,1.5Fin,Ex,Gd,Attchd,Normal,430070
4349,1943,2006,394.0,2373,0,1,5,11,1278.0,0,1,5,RL,Pave,Edwards,1Fam,1Story,Fa,Gd,Attchd,Normal,276542
41658,1952,2002,1359.0,4303,2,0,4,13,1376.0,0,4,4,RL,Pave,Gilbert,2FmCon,2Story,Ex,Fa,Attchd,Normal,511233
24789,1923,1995,2640.0,2479,1,1,3,2,1400.0,0,2,1,RL,Pave,NridgHt,1Fam,2Story,TA,Gd,Attchd,Normal,347088
46190,1959,1963,2561.0,1198,3,1,4,5,854.0,0,3,8,RL,Pave,Somerst,Duplx,1Story,TA,TA,Attchd,Normal,281431
36757,2021,1966,2443.0,1812,2,1,0,12,1381.0,0,3,6,RL,Pave,SawyerW,1Fam,2Story,Gd,TA,Detchd,Partial,348788
11323,1902,1988,370.0,3462,2,2,0,11,607.0,0,9,3,RL,Pave,Sawyer,TwnhsE,2Story,Ex,Fa,BuiltIn,Partial,423916
43475,1919,1958,857.0,3438,2,2,6,11,369.0,0,10,3,RH,Pave,NridgHt,1Fam,SLvl,TA,TA,None,Normal,471180
11040,1945,1955,790.0,2800,1,1,0,13,1250.0,0,4,6,RL,Pave,Sawyer,1Fam,1Story,Gd,Gd,BuiltIn,Normal,347895
17864,1914,1972,657.0,3697,1,0,5,10,704.0,0,2,7,RL,Pave,Edwards,1Fam,2Story,Gd,Gd,,Normal,379941
6111,1924,2008,2783.0,626,1,0,0,9,1326.0,0,3,8,RH,Pave,Sawyer,1Fam,2Story,TA,Ex,Detchd,Normal,191382
29163,1993,1995,1392.0,1691,3,2,1,12,825.0,0,3,5,RL,Pave,Gilbert,2FmCon,2Story,TA,TA,BuiltIn,Normal,294100
40146,1977,1987,383.0,3139,0,1,4,5,1004.0,0,7,6,RL,Pave,OldTown,1Fam,1.5Fin,TA,Gd,Attchd,Normal,401543
32477,1970,1963,2109.0,4889,3,0,2,13,1412.0,0,8,1,C,Pave,Sawyer,1Fam,1Story,Gd,Gd,Detchd,Partial,633821
30668,1916,2021,2552.0,4416,1,1,3,8,376.0,0,6,6,RL,Pave,NridgHt,1Fam,1Story,Ex,TA,Attchd,Abnorml,530644
26971,2007,2011,238.0,1866,0,0,0,11,972.0,0,4,9,RM,Pave,SawyerW,1Fam,2Story,TA,Gd,Attchd,Normal,253915
24187,1983,1984,194.0,1519,0,2,4,4,117.0,626,6,4,RL,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,226537
2351,1999,1968,2725.0,4579,1,1,6,10,1028.0,0,1,1,RL,Pave,Edwards,1Fam,SLvl,TA,Gd,Detchd,Abnorml,524694
19571,1908,1979,2108.0,1184,1,1,0,11,443.0,0,10,9,RL,Pave,NAmes,1Fam,2Story,TA,Ex,Detchd,Abnorml,279697
8333,1937,1974,1152.0,4129,3,0,5,5,1375.0,0,8,4,RL,Pave,SawyerW,1Fam,1Story,TA,Gd,Attchd,Normal,562304
13438,1947,1989,2732.0,3387,1,0,0,3,754.0,0,1,2,RM,Pave,OldTown,Twnhs,1.5Fin,Gd,Gd,Attchd,Normal,420765
36695,2020,1963,2015.0,1962,0,0,0,11,639.0,0,5,1,RM,Pave,CollgCr,1Fam,1Story,Fa,TA,BuiltIn,Normal,333434
27644,1959,1975,155.0,4586,2,1,7,6,123.0,0,2,3,FV,Pave,Sawyer,1Fam,2Story,TA,Gd,None,Normal,434158
5500,1962,1971,922.0,2761,1,2,7,3,657.0,0,6,7,RM,Pave,Sawyer,1Fam,1Story,TA,Gd,Attchd,Normal,368019
6552,1985,1997,2915.0,4680,1,2,0,11,1300.0,0,9,2,RL,Pave,Somerst,1Fam,1Story,Fa,TA,Attchd,Abnorml,609339
37006,2017,2000,2950.0,3341,3,0,6,7,821.0,0,5,9,C,Pave,Somerst,1Fam,1Story,Fa,TA,Detchd,Normal,473230
29574,2016,1952,1609.0,2267,3,2,7,12,1417.0,0,4,2,RM,Pave,Edwards,2FmCon,2Story,TA,TA,Attchd,Normal,378791
39655,2016,1991,974.0,4680,1,0,0,11,663.0,0,2,5,RM,Pave,NAmes,1Fam,1Story,Gd,Fa,Attchd,Normal,503256
42270,1901,1968,1230.0,4060,0,2,3,2,359.0,0,3,8,C,Pave,NAmes,Duplx,1Story,Fa,TA,Attchd,Normal,425171
33820,1987,2022,2435.0,2612,0,1,4,7,622.0,0,6,8,RL,Pave,Gilbert,1Fam,1Story,TA,Gd,BuiltIn,Abnorml,394283
39804,1971,1977,1814.0,1126,2,0,7,5,1492.0,0,8,3,RL,Pave,Edwards,1Fam,1Story,TA,TA,Detchd,Normal,352501
47747,1910,1994,2934.0,4659,1,2,7,4,1080.0,0,8,2,RM,Pave,Edwards,1Fam,SLvl,TA,TA,Attchd,AdjLand,586916
5413,1963,2020,837.0,3914,3,1,5,3,1274.0,0,5,9,RL,Pave,OldTown,2FmCon,1Story,TA,Gd,Attchd,Normal,460797
18950,1976,2012,2007.0,1875,0,2,0,8,918.0,0,5,3,RL,Pave,NWAmes,1Fam,1.5Fin,TA,Gd,Attchd,Normal,327289
25607,1980,2022,1363.0,1681,2,1,0,10,1173.0,0,10,8,RM,Pave,OldTown,1Fam,2Story,TA,Gd,Attchd,Normal,359123
22264,1971,1968,2387.0,990,1,1,0,13,451.0,0,3,2,RL,Pave,Sawyer,1Fam,2Story,TA,Gd,Attchd,Normal,210832
44904,1920,1996,203.0,4229,0,2,0,4,1185.0,0,7,3,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Normal,493247
21991,1917,1963,160.0,4034,1,2,7,7,119.0,0,6,1,RL,Pave,Edwards,TwnhsE,SFoyer,TA,Ex,Attchd,Partial,410582
39994,1993,1987,,3796,1,1,1,10,581.0,0,1,6,RM,Pave,NAmes,1Fam,1Story,TA,TA,Attchd,Normal,396785
4873,1963,2002,768.0,2440,0,1,1,3,1374.0,0,4,7,RL,Pave,Somerst,1Fam,2Story,TA,Fa,Detchd,Normal,314458
13661,1981,2010,2622.0,4908,0,1,2,8,98.0,0,6,4,RM,Pave,CollgCr,1Fam,SFoyer,Gd,TA,Detchd,Normal,551335
